Size,Bedrooms,Bathrooms,Location,Price
1808,4,2,City Centre,338296.9655222561
886,4,2,Rural Area,205209.19538382828
2535,2,3,Rural Area,380606.23031382787
1661,3,2,City Centre,285127.3233724664
2525,4,1,Suburbs,400310.20398521534
1215,4,3,Rural Area,314214.73639598594
2978,4,3,Rural Area,486604.84104142565
925,1,2,Suburbs,169306.80105247372
1939,4,1,Suburbs,330933.44923748315
2573,4,3,City Centre,441522.2757322434
884,5,3,Suburbs,285900.3084062937
555,1,1,Rural Area,126429.87442381313
605,4,2,Suburbs,227992.62060604003
1169,4,2,Suburbs,292222.8280518421
875,2,2,City Centre,203708.4812733645
1242,2,2,City Centre,224392.103838903
1466,1,1,Rural Area,239146.11258258973
807,5,1,Rural Area,228451.061588966
2638,1,3,Suburbs,405246.9210526047
1301,1,3,Rural Area,192357.78617597456
609,2,1,Rural Area,159402.56644472067
2164,2,3,Suburbs,333594.5821379249
839,5,1,Suburbs,263145.6919627861
2088,4,2,Suburbs,397465.135927986
1478,5,1,City Centre,299714.93984401133
2903,4,1,City Centre,416543.2736766446
2415,3,3,Suburbs,409378.39433543634
667,2,1,City Centre,135907.67103445588
1056,3,2,City Centre,250529.9354902956
1404,3,2,City Centre,279724.7916238224
604,2,3,Rural Area,191022.65422450326
2547,3,3,Suburbs,392922.61979039846
2697,1,1,Suburbs,312478.63815469295
645,4,3,Rural Area,258976.77588839343
1373,5,2,City Centre,329888.0102182769
798,2,3,Suburbs,213643.09224238512
2236,1,3,City Centre,343190.2156672598
1145,5,2,Rural Area,291486.0478470273
1137,5,1,City Centre,298344.0584363091
2786,5,1,Rural Area,439625.32980876195
1283,3,3,Rural Area,282667.3054052266
1396,3,2,City Centre,282546.04721002403
870,3,2,City Centre,219301.86932126663
986,3,2,Suburbs,236744.89799425105
2537,1,1,Rural Area,336067.3243450987
2712,3,2,City Centre,397496.11558786005
1860,2,2,City Centre,286942.41620414244
691,5,1,Suburbs,230147.61276873568
1229,1,2,Suburbs,216843.6955762009
2761,3,1,Suburbs,422269.772649807
1456,5,3,Rural Area,321356.3343472425
880,1,3,Suburbs,191840.93871338124
1297,5,3,Rural Area,328390.4778270584
738,1,3,Suburbs,196763.94098732847
1605,4,3,Rural Area,332718.2952932026
1886,1,1,Suburbs,289969.75590078114
2749,3,1,Rural Area,397810.7864131855
2027,5,1,Suburbs,350333.43634718115
2167,5,2,Suburbs,395915.5506600293
536,5,3,City Centre,263503.7148472852
2496,2,2,Rural Area,389047.9109120591
1925,2,2,City Centre,331390.0401926488
1990,3,2,Rural Area,342873.6766408686
1724,4,3,City Centre,352651.9562250963
2522,2,2,Suburbs,383995.99259795883
2941,1,3,City Centre,376532.7153636866
1332,3,3,Suburbs,273845.4922288616
1096,4,3,Rural Area,290573.63061943586
2940,1,2,Suburbs,374282.3392807392
1199,5,3,City Centre,337929.510665788
2146,2,3,Rural Area,370949.8947184196
2518,1,1,City Centre,325961.09226402984
940,4,2,Suburbs,235872.1217198873
2360,3,1,Suburbs,369600.4262173649
2140,1,1,City Centre,273458.05560338206
2029,3,2,Rural Area,345695.9737782902
2867,5,1,City Centre,508305.2497312161
1594,4,3,Suburbs,314231.54367297667
1067,4,1,Rural Area,236057.2155340934
735,2,1,City Centre,166150.77169849994
1804,4,3,Suburbs,337440.0666963363
1685,1,1,Rural Area,236553.8331373345
1532,1,3,City Centre,302579.8083441108
2607,1,2,Rural Area,361954.5587902206
2340,5,1,Suburbs,417187.01611010905
724,4,2,City Centre,256388.67518670124
2342,4,1,City Centre,343117.1127576161
1081,1,3,Suburbs,207713.7720050941
668,2,1,Suburbs,153662.63680913745
1965,2,2,Suburbs,263853.46173506515
513,4,3,City Centre,234819.05106894064
2711,4,3,Suburbs,452173.77958564984
1943,3,2,City Centre,360746.89960354357
2370,4,2,City Centre,406482.4132315057
2043,1,1,Rural Area,237148.00977429483
2189,5,1,Suburbs,369859.5654067332
2071,4,3,Suburbs,369507.7210284175
1551,4,2,Rural Area,325327.25078331545
2231,1,2,City Centre,270043.66063731216
945,3,1,City Centre,230379.26360729052
1215,4,1,City Centre,282262.0428642061
1318,2,3,Suburbs,261796.29216561833
2651,2,2,City Centre,369119.81429753604
925,2,2,Rural Area,236063.18405114158
1624,5,2,City Centre,314728.6679092915
2064,5,2,Suburbs,409314.18129549176
1349,4,1,Suburbs,298071.7172424836
2045,4,1,City Centre,360713.76006127684
1629,4,1,City Centre,344236.51202438027
2202,5,3,Suburbs,415538.6367885436
2501,4,2,City Centre,422520.0829587312
776,1,1,Rural Area,161638.6056208805
2306,3,2,Suburbs,364175.86336286407
2735,2,1,City Centre,389073.4242783769
2439,2,3,City Centre,372833.313697465
2652,1,1,City Centre,351451.30337588704
1045,4,3,Rural Area,280859.8447561257
2927,5,2,Suburbs,464603.326765175
609,4,1,Rural Area,220592.758645673
1044,4,1,City Centre,213974.56771625855
2901,2,1,Rural Area,381197.4665204219
1242,2,2,City Centre,224727.15214991366
2864,5,3,City Centre,487543.5005541783
1789,2,3,Suburbs,309145.7801935558
2375,4,1,Suburbs,354123.6570648428
1588,1,2,City Centre,268201.53349489934
832,5,3,City Centre,282749.6635039316
2036,1,3,City Centre,319329.39695064886
1656,4,3,Suburbs,356213.06527395564
1091,5,3,Suburbs,314540.1010380575
1282,1,3,City Centre,238538.9462374427
1039,5,1,Suburbs,277224.4660233901
2058,4,1,City Centre,378191.00056543795
2019,5,1,Rural Area,363832.2439842094
1118,4,3,Suburbs,311729.21717509336
2333,5,3,City Centre,466204.1825376209
1491,5,3,Rural Area,350700.47524184646
2646,2,1,City Centre,349490.81602481107
2864,4,3,Rural Area,455453.908883839
2670,3,1,Suburbs,395256.5216228981
2116,5,3,Suburbs,407003.10452427546
2018,1,1,City Centre,289377.3932506103
1021,2,2,Suburbs,246399.71030452667
1416,2,3,Suburbs,259598.23729348724
1216,5,3,Rural Area,323962.31542349554
2862,3,1,Suburbs,429625.50833743403
2436,2,3,Rural Area,373584.48826862173
1059,4,1,Rural Area,230380.6642188404
1468,5,1,Rural Area,307692.9925689342
2903,5,2,Suburbs,449470.81665413803
1577,3,2,City Centre,283569.20581947395
1389,4,3,City Centre,325527.9822447506
1292,4,3,Suburbs,309487.3203518789
2812,3,1,Rural Area,420440.45510713756
1481,1,1,Suburbs,242776.39664572894
1301,4,1,City Centre,270979.7211313825
542,1,1,Rural Area,119000.56039148559
2109,1,3,Suburbs,332373.53162675805
2277,5,2,Rural Area,397011.2889332692
849,5,3,Rural Area,277113.7247569057
2067,2,3,City Centre,327401.970434334
1629,5,3,Rural Area,375978.3643971909
2548,4,2,Suburbs,369979.9867525445
2280,4,3,Rural Area,413303.8355204017
1083,1,2,Rural Area,211282.5816072276
931,4,1,Suburbs,255837.19853496418
2432,5,3,City Centre,413748.67516838067
2600,5,1,City Centre,424079.0215927924
1848,5,1,Suburbs,341243.5340803183
2694,3,1,Rural Area,391236.3248479587
2530,4,3,Suburbs,428352.466272491
1689,2,1,Suburbs,264308.73680510785
1662,4,3,Suburbs,339036.0913626455
798,4,1,City Centre,249580.29452570964
2439,3,3,Rural Area,427844.31308721064
1288,4,3,Suburbs,308574.5094991444
1349,1,3,City Centre,279230.17022362043
2725,5,1,City Centre,408623.5921029703
1877,5,3,Rural Area,398795.46657172975
1677,3,1,Suburbs,296948.2378537138
2449,5,2,Rural Area,417478.82405095745
1377,1,1,Suburbs,234961.45248008915
1638,3,1,City Centre,291929.15204490477
2077,2,3,City Centre,330713.3679072089
2992,5,1,Rural Area,478190.0351135338
2146,4,2,Suburbs,373697.6864742668
2403,1,3,Rural Area,341012.511045804
1882,1,1,Suburbs,289410.3201664529
644,5,1,Rural Area,195314.02099600135
2822,2,3,City Centre,450061.95553343557
1702,4,3,Rural Area,363333.00649945595
2361,2,1,Suburbs,303281.29614270036
2354,2,1,Rural Area,364676.97496168513
2366,5,3,Suburbs,433299.9782809083
1598,4,3,Rural Area,293652.3580612458
1651,5,2,Suburbs,307868.9687603433
2234,5,2,Suburbs,414849.52002185496
1067,1,2,Suburbs,184849.5928980988
2313,5,3,Rural Area,408800.64512255596
1030,3,3,Rural Area,260105.19962787678
2706,4,3,City Centre,455715.86062837864
2061,1,1,Suburbs,295353.58987973887
1180,4,3,City Centre,274870.91305677115
2570,1,1,City Centre,327001.35430640547
1570,3,3,Suburbs,290787.4130047829
1228,5,3,City Centre,322408.070785678
2229,1,1,Rural Area,311497.19302336697
2691,1,3,City Centre,392066.64281891455
1167,1,3,Rural Area,235380.05947551943
2112,3,3,Suburbs,368457.45941868756
1180,4,2,Suburbs,295868.4780019262
1472,3,3,Suburbs,304150.2745103425
2632,1,1,City Centre,365876.64800431003
2963,1,1,Suburbs,373449.88224834733
1326,5,1,Suburbs,281869.14700366865
796,3,3,Rural Area,258615.67021934027
1753,3,1,City Centre,290905.3086512798
2925,2,2,City Centre,410312.2271965077
2968,4,1,Suburbs,425251.6640990766
2652,2,3,City Centre,439944.94637388905
2228,2,2,Suburbs,312186.3271281402
2524,4,1,Rural Area,417052.52153681224
829,5,2,City Centre,225681.83077777576
2986,5,1,City Centre,456037.13855248014
1655,4,3,Rural Area,355305.1146627769
2390,4,2,City Centre,432587.18828417617
881,3,1,Suburbs,208324.36740495372
2685,3,1,City Centre,382690.17875771766
1342,3,2,City Centre,278273.1304949272
2817,3,2,Rural Area,454724.7059253821
895,1,2,Rural Area,192895.3605235339
949,1,2,Suburbs,205116.59596866072
1854,5,1,City Centre,337600.80193111463
2486,1,1,City Centre,351782.95667269063
1808,1,1,Rural Area,234473.63713823617
1797,3,3,Suburbs,359754.4617873237
2567,3,2,City Centre,423278.1570515191
2786,4,1,Suburbs,464015.7488851538
1793,3,2,City Centre,345835.51887828263
2965,4,2,Rural Area,445709.24271820823
2349,4,1,Rural Area,409209.1388106762
685,1,2,Rural Area,191103.99990183892
1733,3,2,Rural Area,298805.2409051615
1937,1,2,Rural Area,297869.29005248944
752,3,2,Rural Area,156931.6259722933
518,1,2,Suburbs,124212.38985544478
1659,1,1,Rural Area,267319.23520859313
722,1,1,Suburbs,189898.81935669546
502,5,2,Rural Area,246696.4430363892
1759,1,2,City Centre,277007.01425465156
1353,2,2,City Centre,234638.58314065053
1988,2,3,City Centre,346687.140162465
727,2,2,Suburbs,154374.0972774599
2177,4,3,Rural Area,402999.20234935766
998,1,3,Suburbs,196767.24141711686
2385,2,3,Rural Area,388606.21229759423
2515,4,1,City Centre,412575.14786789747
1662,2,3,Suburbs,289890.9861618707
1799,3,2,Rural Area,338576.43704878574
2838,5,2,Suburbs,428716.5974089991
1576,1,1,Suburbs,239728.77078275205
1214,5,1,City Centre,302221.1298984064
1447,5,2,City Centre,337134.10951443
1369,3,1,City Centre,250786.10159765303
1570,3,1,City Centre,299642.09427079523
593,3,3,City Centre,232684.05042450796
1059,4,3,Rural Area,257432.65383667243
2275,2,1,Rural Area,330260.7201001349
2760,1,2,City Centre,379900.9153238708
935,3,3,City Centre,252114.97716875758
1351,1,2,City Centre,251328.7987186912
704,1,1,Suburbs,147135.1945602254
2928,1,2,City Centre,425516.34054526576
1599,3,2,Rural Area,292021.0152189582
576,3,2,Rural Area,174919.85531449423
1315,2,2,Suburbs,246966.022887142
1267,3,1,Rural Area,256782.68573993765
2957,3,1,City Centre,397125.8725597012
605,1,3,Suburbs,169354.73576138684
2635,2,3,Suburbs,373696.623134999
2246,5,3,Rural Area,433663.0614265262
1965,3,3,City Centre,347950.4990961994
744,3,2,City Centre,166680.99178589036
1905,5,3,City Centre,406260.7800822624
1481,1,3,Suburbs,239688.43272671755
2236,2,2,Rural Area,396938.5478127727
641,1,1,Rural Area,135431.3219649376
1392,4,3,Rural Area,302633.17797172035
1891,3,1,City Centre,317308.2549382974
2899,4,3,Suburbs,416614.2497749087
1044,3,1,Suburbs,238208.38985180933
2699,4,3,Rural Area,458924.12829397176
1969,5,1,Rural Area,380025.5271941732
1262,3,1,Suburbs,256814.59501483705
1123,3,3,Rural Area,269121.5651852363
1155,4,1,Suburbs,230150.83614813024
2997,2,3,Suburbs,444563.0607729613
1747,4,3,Rural Area,348863.6212320646
542,3,2,Suburbs,185659.11206909225
2811,3,3,Suburbs,415441.8778005786
1526,2,3,Rural Area,297197.7258262893
2160,1,3,Rural Area,324547.3462545334
1791,2,3,Rural Area,276458.0741363474
1095,1,2,Suburbs,205039.19817885666
1512,3,2,Rural Area,275791.5826335383
2724,5,2,Rural Area,469919.62380555057
2610,5,2,Suburbs,437684.0939288237
1457,4,1,Suburbs,285445.4997585256
1060,2,3,Rural Area,247174.6270506171
1830,2,2,Rural Area,336498.45872108167
1812,5,3,Suburbs,384321.1503515082
2321,1,2,Suburbs,316307.3053395314
2050,2,3,City Centre,308861.10290859937
1349,1,1,Suburbs,246504.61996949956
1778,1,2,Suburbs,228761.94191915888
2033,1,1,City Centre,287866.87475850945
2314,1,1,Rural Area,363387.57788352424
2241,4,3,City Centre,363547.02002427436
1105,4,2,Suburbs,248159.68891924855
1986,5,1,City Centre,367584.4495726247
1794,4,3,City Centre,338284.8057343299
1245,2,3,City Centre,257186.30092183503
1057,4,3,City Centre,289202.40266562806
2611,2,1,City Centre,377485.01968392037
1441,2,3,City Centre,301259.6997880092
2796,1,3,Rural Area,362968.46168333665
1769,5,3,City Centre,397225.43081344926
1439,1,1,City Centre,255832.70531297935
2110,1,3,City Centre,342914.1377849111
2704,4,1,City Centre,392767.825419989
2225,4,3,Suburbs,373841.8569123443
1484,2,1,City Centre,259332.0512376165
2087,4,1,City Centre,366577.027228574
1836,4,2,City Centre,367109.1775977735
2374,3,2,Rural Area,367782.3256838835
1161,2,2,City Centre,248632.0719707104
532,2,1,Suburbs,169644.2082500321
2316,3,3,Rural Area,373511.4490051065
2620,2,3,Suburbs,388186.4190957126
2389,5,1,Rural Area,371967.24810224265
1656,5,3,Rural Area,339320.8508059468
560,3,1,City Centre,168400.0168402468
2043,4,3,City Centre,389738.30645280017
771,5,1,Rural Area,287352.59343052126
2793,3,2,City Centre,428995.6754550508
1699,5,2,City Centre,325008.0892888474
2306,1,3,Rural Area,336052.50403516635
1654,3,3,Rural Area,341404.8629951699
1625,2,3,Suburbs,281437.6998918003
809,5,3,Rural Area,305884.01020914974
1815,2,2,Suburbs,315190.5394920055
2245,3,2,Suburbs,359469.47914832167
837,5,1,City Centre,210437.85179428448
509,2,3,City Centre,206050.0072299975
548,4,2,Rural Area,227673.64403119026
2010,4,1,Rural Area,355452.3995536265
1844,1,1,Suburbs,322902.0092557383
1230,3,1,Suburbs,229278.68917964477
1294,2,2,City Centre,279831.75581294694
2148,1,1,Rural Area,296069.92523584724
632,3,3,Rural Area,223302.998914536
2630,4,1,Rural Area,414242.749327286
2604,2,1,Rural Area,382091.94479029515
875,5,2,City Centre,253209.68954523528
2896,4,1,City Centre,482475.98684515123
770,5,2,Suburbs,234888.7000552364
2006,5,2,City Centre,373464.9045019115
2658,2,3,Suburbs,437667.52737867157
575,2,1,City Centre,186096.3960073021
2456,5,3,City Centre,433466.2621035496
2166,1,3,Rural Area,345206.19124134385
828,5,1,Suburbs,226252.2753680475
2669,5,1,Suburbs,415688.38869409414
540,2,2,Suburbs,166717.39094336503
1690,3,1,City Centre,322528.1729677479
2826,4,2,Rural Area,400479.12989775726
2556,2,3,City Centre,408210.5996726678
512,1,3,Rural Area,158288.78480997187
1423,4,2,City Centre,314723.2966595463
2342,2,1,Suburbs,350876.99546169373
1732,2,1,City Centre,277663.2812902971
1714,3,2,Suburbs,296289.58508353686
1152,1,3,Rural Area,216862.2791128211
2203,1,2,Suburbs,314028.53646747494
1120,2,1,Suburbs,184481.37596243923
2462,3,1,Suburbs,372988.76945442223
2145,2,2,Suburbs,320384.50697263185
2743,5,1,Rural Area,430040.0510821199
916,5,3,City Centre,282481.82056428277
1163,3,2,City Centre,271305.64640576614
2278,2,3,City Centre,387564.2212729306
1879,3,3,City Centre,370355.03767932573
647,2,2,Suburbs,192912.61451125215
2545,2,2,Rural Area,366706.19910184515
1888,5,1,Rural Area,327643.2394225535
2911,4,1,City Centre,484917.7087145673
2225,1,2,City Centre,358119.0522218622
901,1,2,Rural Area,207939.18149179907
2015,3,1,Rural Area,339661.2673573676
2531,1,1,Suburbs,331020.03017563035
728,5,1,Rural Area,240409.17044229974
2098,4,2,Rural Area,388212.56785982894
767,2,2,Suburbs,158882.24036001222
1928,2,1,Suburbs,285556.65784640855
2316,5,3,Suburbs,426811.6604793194
1534,1,3,Rural Area,229937.51201290207
1843,2,1,Rural Area,259549.72865854457
625,1,2,Rural Area,149335.92017321015
2853,5,2,Suburbs,467020.1262611655
2225,2,3,Rural Area,387706.2083700028
1612,3,1,Rural Area,277256.2776635847
1875,4,3,Suburbs,400122.5791942131
1188,1,3,City Centre,219254.58648243756
1780,1,1,City Centre,260484.71798797027
1732,1,3,Rural Area,258580.307545122
780,1,2,Suburbs,169281.86503112523
942,5,3,Suburbs,251138.17598403673
2363,5,1,Rural Area,469015.5905941273
1336,5,2,Rural Area,292698.6206361246
888,5,2,City Centre,275980.20511528937
1116,2,3,Suburbs,237060.74690911244
646,5,2,Rural Area,239895.64347857528
1020,2,1,Suburbs,205471.23238862547
1129,3,3,Rural Area,286889.28947493585
2981,5,2,City Centre,488263.7059325024
2691,3,1,Rural Area,398935.81672775256
788,5,3,City Centre,285393.5941752917
1909,3,1,City Centre,323322.49348911166
513,4,2,Rural Area,185776.87768462277
756,3,3,Rural Area,225636.5589149719
2221,2,3,City Centre,370776.10867048136
1923,1,2,Suburbs,280395.40066653385
1730,3,1,Suburbs,305142.7422924504
1357,1,2,City Centre,257747.9838940716
1695,4,3,City Centre,330621.5498116064
963,4,3,Rural Area,291664.931090334
769,2,2,Rural Area,194781.65676339905
1744,2,1,City Centre,280864.8660287847
1706,3,2,City Centre,327529.1293878708
571,5,1,Suburbs,233965.3436533349
1806,4,1,Suburbs,271221.7600630434
2621,1,3,Suburbs,340402.478177086
2902,5,1,City Centre,465834.6399409848
2250,4,3,City Centre,397176.9978783849
996,3,1,Suburbs,192537.76077472747
1487,4,1,Suburbs,280514.93778743496
1409,2,3,Rural Area,241979.11148498734
872,1,1,Rural Area,170092.36727028477
861,1,2,City Centre,211265.02798825258
2640,2,1,Rural Area,354700.9883583984
1844,5,3,City Centre,384314.52182796743
823,2,3,City Centre,215211.46688957993
2931,1,2,City Centre,425123.23162987235
1074,3,1,Suburbs,257764.33853235247
1235,5,2,Rural Area,271721.29285314033
2893,4,1,Rural Area,430472.1303479224
1715,3,2,Rural Area,293784.6205472406
2195,5,3,Rural Area,402481.729441963
2407,1,3,Suburbs,371407.3819805909
1218,1,2,Rural Area,225662.01514182735
1280,3,1,Rural Area,268430.2393612359
1519,5,1,Suburbs,271075.948234726
1903,4,3,Rural Area,383908.88924321934
1926,4,1,Rural Area,346161.73218842864
1163,2,2,Suburbs,268439.1286751549
2272,3,2,Suburbs,354983.7404065377
510,5,1,Suburbs,237522.1847887905
2734,3,3,Suburbs,434241.08116157877
1538,4,3,City Centre,331460.95865740854
2958,5,3,Suburbs,481042.3249757093
1084,1,3,Rural Area,221508.110115212
1575,1,3,Rural Area,252913.91090766995
1874,5,2,Rural Area,359445.0519884147
1951,3,1,Rural Area,308284.66865998355
2354,3,2,City Centre,369676.5859943369
2289,1,3,City Centre,340265.3738117122
1242,1,3,City Centre,236066.84616607564
2276,4,1,Rural Area,372443.3996233615
703,5,1,Rural Area,234949.22961432248
1576,3,1,Suburbs,284761.329566835
1473,4,2,Suburbs,306699.8335283529
1898,3,1,Rural Area,309390.5278427275
2365,1,2,Suburbs,345105.1495308737
1799,5,3,Suburbs,399147.75927610014
1554,2,2,Rural Area,268687.96888477396
1658,5,1,City Centre,320100.03446702636
604,2,2,Rural Area,187931.22074863486
752,4,2,Rural Area,237355.46382604665
794,2,2,Suburbs,180063.02514218405
1681,2,1,Suburbs,258074.96958357684
1048,4,2,Rural Area,252908.34337029402
2277,5,1,City Centre,371964.22831246693
798,4,2,Rural Area,248566.0793415692
2248,1,2,City Centre,340094.83569450723
2343,1,2,City Centre,318070.57760527823
600,2,1,Rural Area,137791.15346654612
2879,4,1,Rural Area,436353.4577253736
2274,4,1,Rural Area,373016.41842103744
2940,4,3,City Centre,515037.116878519
1373,5,1,Suburbs,315650.29572547425
2928,3,2,City Centre,410254.6139786278
591,3,3,City Centre,195067.2305015948
946,3,1,City Centre,225907.08502672706
608,5,1,Suburbs,224703.84134561635
816,4,3,City Centre,254391.9526389357
2335,3,3,City Centre,389837.6008247198
2443,4,1,City Centre,404807.04560055287
1958,2,3,Suburbs,367881.47067910735
941,3,2,City Centre,260688.596538893
2765,2,2,Suburbs,376209.9346666594
1745,5,2,Suburbs,343808.2095099393
2051,1,1,Rural Area,243027.19889111945
777,5,2,Rural Area,261918.83226373454
1068,5,3,Rural Area,291298.32260484435
1509,5,2,Suburbs,330512.03838736337
1338,3,3,Rural Area,272342.35573686776
